timestamp,f0_hz,tau_s,Q,fit_rmse,alpha,df_tau,df_Q,f0_guess_hz,fit_slice,fs_hz,mode,relax_samples
2025-12-16T14:49:32,30903978.384090506,0.41067095610483867,39871103.29055183,0.08468689308886782,,,,4995000,"(75, 312512)",125000000.0,NEW,312512
2025-12-16T15:12:48,5265693.755017338,19833.886033931165,328105328674.2537,0.016896628931270134,,,,4995000,"(75, np.int64(101613061))",125000000.0,OLD,101954752
